dress_id,name,type,color,color_family,suitable_skin_tones,suitable_body_types,occasion,style_category,fabric,price_range,image_url,description,myntra_url,flipkart_url,meesho_url
DRS0119,Classic Rose Pink Gown,Gown,Rose Pink,Pink,Deep|Wheatish,Hourglass|Rectangle,Date Night|Wedding,Indo-Western,Silk,₹3000-₹8000,https://picsum.photos/seed/gown-119/600/800,"A indo-western gown in rose pink with thread embroidery, crafted in silk for date night, wedding moments.",https://www.myntra.com/gown-rose-pink?rawQuery=Classic+Rose+Pink+Gown+Date+Night+Wedding,https://www.flipkart.com/search?q=Classic+Rose+Pink+Gown+Date+Night+Wedding,https://meesho.com/search?q=gown+rose-pink
DRS0120,Statement Sunflower Saree,Saree,Sunflower,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Date Night|Party,Traditional,Net,₹3000-₹8000,https://picsum.photos/seed/saree-120/600/800,"A traditional saree in sunflower with sequin highlights, crafted in net for party, date night moments.",https://www.myntra.com/saree-sunflower?rawQuery=Statement+Sunflower+Saree+Party+Date+Night,https://www.flipkart.com/search?q=Statement+Sunflower+Saree+Party+Date+Night,https://meesho.com/search?q=saree+sunflower
DRS0121,Graceful Onyx Co-ord Set,Co-ord Set,Onyx,Black,Deep|Dusky|Wheatish,Pear|Rectangle,Casual|Office,Indo-Western,Cotton,₹3000-₹8000,https://picsum.photos/seed/co-ord-set-121/600/800,"A indo-western co-ord set in onyx with thread embroidery, crafted in cotton for office, casual moments.",https://www.myntra.com/co-ord-set-onyx?rawQuery=Graceful+Onyx+Co-ord+Set+Office+Casual,https://www.flipkart.com/search?q=Graceful+Onyx+Co-ord+Set+Office+Casual,https://meesho.com/search?q=co-ord-set+onyx
DRS0122,Floral Turquoise Kurti,Kurti,Turquoise,Blue,Deep|Dusky|Fair|Wheatish,Inverted Triangle|Pear,Office,Fusion,Georgette,₹1000-₹3000,https://picsum.photos/seed/kurti-122/600/800,"A fusion kurti in turquoise with thread embroidery, crafted in georgette for office moments.",https://www.myntra.com/kurti-turquoise?rawQuery=Floral+Turquoise+Kurti+Office,https://www.flipkart.com/search?q=Floral+Turquoise+Kurti+Office,https://meesho.com/search?q=kurti+turquoise
DRS0123,Contemporary Turquoise Maxi Dress,Maxi Dress,Turquoise,Blue,Deep|Dusky|Fair,Apple|Hourglass|Inverted Triangle,Festive,Fusion,Cotton,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-123/600/800,"A fusion maxi dress in turquoise with ombre dyeing, crafted in cotton for festive moments.",https://www.myntra.com/maxi-dress-turquoise?rawQuery=Contemporary+Turquoise+Maxi+Dress+Festive,https://www.flipkart.com/search?q=Contemporary+Turquoise+Maxi+Dress+Festive,https://meesho.com/search?q=maxi-dress+turquoise
DRS0124,Regal Rani Pink Saree,Saree,Rani Pink,Pink,Dusky|Wheatish,Hourglass|Rectangle,Party|Wedding,Traditional,Silk,₹3000-₹8000,https://picsum.photos/seed/saree-124/600/800,"A traditional saree in rani pink with sequin highlights, crafted in silk for wedding, party moments.",https://www.myntra.com/saree-rani-pink?rawQuery=Regal+Rani+Pink+Saree+Wedding+Party,https://www.flipkart.com/search?q=Regal+Rani+Pink+Saree+Wedding+Party,https://meesho.com/search?q=saree+rani-pink
DRS0125,Embroidered Cream Co-ord Set,Co-ord Set,Cream,Neutral,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Pear|Rectangle,Office,Fusion,Georgette,₹3000-₹8000,https://picsum.photos/seed/co-ord-set-125/600/800,"A fusion co-ord set in cream with ombre dyeing, crafted in georgette for office moments.",https://www.myntra.com/co-ord-set-cream?rawQuery=Embroidered+Cream+Co-ord+Set+Office,https://www.flipkart.com/search?q=Embroidered+Cream+Co-ord+Set+Office,https://meesho.com/search?q=co-ord-set+cream
DRS0126,Minimal Smoky Black Maxi Dress,Maxi Dress,Smoky Black,Black,Deep|Dusky|Fair|Wheatish,Hourglass|Pear|Rectangle,Casual|Date Night,Fusion,Cotton,₹1000-₹3000,https://picsum.photos/seed/maxi-dress-126/600/800,"A fusion maxi dress in smoky black with zari border, crafted in cotton for date night, casual moments.",https://www.myntra.com/maxi-dress-smoky-black?rawQuery=Minimal+Smoky+Black+Maxi+Dress+Date+Night+Casual,https://www.flipkart.com/search?q=Minimal+Smoky+Black+Maxi+Dress+Date+Night+Casual,https://meesho.com/search?q=maxi-dress+smoky-black
DRS0127,Regal Maroon Lehenga,Lehenga,Maroon,Red,Fair|Wheatish,Inverted Triangle|Rectangle,Party,Indo-Western,Georgette,₹3000-₹8000,https://picsum.photos/seed/lehenga-127/600/800,"A indo-western lehenga in maroon with structured silhouette, crafted in georgette for party moments.",https://www.myntra.com/lehenga-maroon?rawQuery=Regal+Maroon+Lehenga+Party,https://www.flipkart.com/search?q=Regal+Maroon+Lehenga+Party,https://meesho.com/search?q=lehenga+maroon
DRS0128,Graceful Rani Pink Gown,Gown,Rani Pink,Pink,Dusky|Fair|Wheatish,Inverted Triangle|Pear,Date Night|Party|Wedding,Fusion,Silk,₹8000+,https://picsum.photos/seed/gown-128/600/800,"A fusion gown in rani pink with flowy hemline, crafted in silk for wedding, party, date night moments.",https://www.myntra.com/gown-rani-pink?rawQuery=Graceful+Rani+Pink+Gown+Wedding+Party+Date+Night,https://www.flipkart.com/search?q=Graceful+Rani+Pink+Gown+Wedding+Party+Date+Night,https://meesho.com/search?q=gown+rani-pink
DRS0129,Minimal Violet Salwar Suit,Salwar Suit,Violet,Purple,Deep|Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Casual|Festive|Wedding,Fusion,Cotton,₹1000-₹3000,https://picsum.photos/seed/salwar-suit-129/600/800,"A fusion salwar suit in violet with thread embroidery, crafted in cotton for wedding, festive, casual moments.",https://www.myntra.com/salwar-suit-violet?rawQuery=Minimal+Violet+Salwar+Suit+Wedding+Festive+Casual,https://www.flipkart.com/search?q=Minimal+Violet+Salwar+Suit+Wedding+Festive+Casual,https://meesho.com/search?q=salwar-suit+violet
DRS0130,Floral Sage Gown,Gown,Sage,Green,Dusky|Fair|Wheatish,Apple|Hourglass|Pear,Date Night|Party,Western,Silk,₹3000-₹8000,https://picsum.photos/seed/gown-130/600/800,"A western gown in sage with structured silhouette, crafted in silk for date night, party moments.",https://www.myntra.com/gown-sage?rawQuery=Floral+Sage+Gown+Date+Night+Party,https://www.flipkart.com/search?q=Floral+Sage+Gown+Date+Night+Party,https://meesho.com/search?q=gown+sage
DRS0131,Minimal Wine Kurti,Kurti,Wine,Red,Deep|Dusky|Fair,Hourglass|Inverted Triangle|Pear|Rectangle,Casual,Fusion,Georgette,₹500-₹1000,https://picsum.photos/seed/kurti-131/600/800,"A fusion kurti in wine with zari border, crafted in georgette for casual moments.",https://www.myntra.com/kurti-wine?rawQuery=Minimal+Wine+Kurti+Casual,https://www.flipkart.com/search?q=Minimal+Wine+Kurti+Casual,https://meesho.com/search?q=kurti+wine
DRS0132,Handcrafted Rani Pink Maxi Dress,Maxi Dress,Rani Pink,Pink,Deep|Dusky|Wheatish,Apple|Inverted Triangle|Pear,Date Night|Festive|Party,Western,Georgette,₹1000-₹3000,https://picsum.photos/seed/maxi-dress-132/600/800,"A western maxi dress in rani pink with zari border, crafted in georgette for date night, party, festive moments.",https://www.myntra.com/maxi-dress-rani-pink?rawQuery=Handcrafted+Rani+Pink+Maxi+Dress+Date+Night+Party+Festive,https://www.flipkart.com/search?q=Handcrafted+Rani+Pink+Maxi+Dress+Date+Night+Party+Festive,https://meesho.com/search?q=maxi-dress+rani-pink
DRS0133,Minimal Ivory Maxi Dress,Maxi Dress,Ivory,Neutral,Deep|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Party,Fusion,Georgette,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-133/600/800,"A fusion maxi dress in ivory with pearl accents, crafted in georgette for party moments.",https://www.myntra.com/maxi-dress-ivory?rawQuery=Minimal+Ivory+Maxi+Dress+Party,https://www.flipkart.com/search?q=Minimal+Ivory+Maxi+Dress+Party,https://meesho.com/search?q=maxi-dress+ivory
DRS0134,Graceful Burnt Orange Kurti,Kurti,Burnt Orange,Orange,Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Date Night|Festive,Indo-Western,Georgette,₹1000-₹3000,https://picsum.photos/seed/kurti-134/600/800,"A indo-western kurti in burnt orange with ruffled drape, crafted in georgette for date night, festive moments.",https://www.myntra.com/kurti-burnt-orange?rawQuery=Graceful+Burnt+Orange+Kurti+Date+Night+Festive,https://www.flipkart.com/search?q=Graceful+Burnt+Orange+Kurti+Date+Night+Festive,https://meesho.com/search?q=kurti+burnt-orange
DRS0135,Classic Jet Black Salwar Suit,Salwar Suit,Jet Black,Black,Deep|Dusky|Fair|Wheatish,Hourglass|Pear,Casual|Office|Wedding,Indo-Western,Cotton,₹500-₹1000,https://picsum.photos/seed/salwar-suit-135/600/800,"A indo-western salwar suit in jet black with mirror work, crafted in cotton for office, wedding, casual moments.",https://www.myntra.com/salwar-suit-jet-black?rawQuery=Classic+Jet+Black+Salwar+Suit+Office+Wedding+Casual,https://www.flipkart.com/search?q=Classic+Jet+Black+Salwar+Suit+Office+Wedding+Casual,https://meesho.com/search?q=salwar-suit+jet-black
DRS0136,Graceful Peach Maxi Dress,Maxi Dress,Peach,Orange,Deep|Fair,Apple|Hourglass|Inverted Triangle|Pear,Casual,Western,Net,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-136/600/800,"A western maxi dress in peach with sequin highlights, crafted in net for casual moments.",https://www.myntra.com/maxi-dress-peach?rawQuery=Graceful+Peach+Maxi+Dress+Casual,https://www.flipkart.com/search?q=Graceful+Peach+Maxi+Dress+Casual,https://meesho.com/search?q=maxi-dress+peach
DRS0137,Floral Rani Pink Kurti,Kurti,Rani Pink,Pink,Deep|Wheatish,Apple|Inverted Triangle|Rectangle,Date Night|Office,Indo-Western,Silk,₹1000-₹3000,https://picsum.photos/seed/kurti-137/600/800,"A indo-western kurti in rani pink with mirror work, crafted in silk for date night, office moments.",https://www.myntra.com/kurti-rani-pink?rawQuery=Floral+Rani+Pink+Kurti+Date+Night+Office,https://www.flipkart.com/search?q=Floral+Rani+Pink+Kurti+Date+Night+Office,https://meesho.com/search?q=kurti+rani-pink
DRS0138,Luxe Amethyst Lehenga,Lehenga,Amethyst,Purple,Deep|Dusky|Wheatish,Hourglass|Pear,Party,Fusion,Georgette,₹8000+,https://picsum.photos/seed/lehenga-138/600/800,"A fusion lehenga in amethyst with zari border, crafted in georgette for party moments.",https://www.myntra.com/lehenga-amethyst?rawQuery=Luxe+Amethyst+Lehenga+Party,https://www.flipkart.com/search?q=Luxe+Amethyst+Lehenga+Party,https://meesho.com/search?q=lehenga+amethyst
DRS0139,Regal Rose Pink Saree,Saree,Rose Pink,Pink,Dusky|Wheatish,Apple|Hourglass|Pear|Rectangle,Wedding,Indo-Western,Net,₹3000-₹8000,https://picsum.photos/seed/saree-139/600/800,"A indo-western saree in rose pink with pearl accents, crafted in net for wedding moments.",https://www.myntra.com/saree-rose-pink?rawQuery=Regal+Rose+Pink+Saree+Wedding,https://www.flipkart.com/search?q=Regal+Rose+Pink+Saree+Wedding,https://meesho.com/search?q=saree+rose-pink
DRS0140,Minimal Lemon Lehenga,Lehenga,Lemon,Yellow,Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Festive|Party|Wedding,Indo-Western,Silk,₹8000+,https://picsum.photos/seed/lehenga-140/600/800,"A indo-western lehenga in lemon with zari border, crafted in silk for party, festive, wedding moments.",https://www.myntra.com/lehenga-lemon?rawQuery=Minimal+Lemon+Lehenga+Party+Festive+Wedding,https://www.flipkart.com/search?q=Minimal+Lemon+Lehenga+Party+Festive+Wedding,https://meesho.com/search?q=lehenga+lemon
DRS0141,Luxe Lilac Western Dress,Western Dress,Lilac,Purple,Deep|Fair,Inverted Triangle|Pear|Rectangle,Office|Party,Western,Net,₹1000-₹3000,https://picsum.photos/seed/western-dress-141/600/800,"A western western dress in lilac with ombre dyeing, crafted in net for office, party moments.",https://www.myntra.com/western-dress-lilac?rawQuery=Luxe+Lilac+Western+Dress+Office+Party,https://www.flipkart.com/search?q=Luxe+Lilac+Western+Dress+Office+Party,https://meesho.com/search?q=western-dress+lilac
DRS0142,Classic Royal Blue Kurti,Kurti,Royal Blue,Blue,Dusky|Wheatish,Apple|Hourglass|Rectangle,Casual|Date Night|Festive,Fusion,Cotton,₹1000-₹3000,https://picsum.photos/seed/kurti-142/600/800,"A fusion kurti in royal blue with ombre dyeing, crafted in cotton for casual, festive, date night moments.",https://www.myntra.com/kurti-royal-blue?rawQuery=Classic+Royal+Blue+Kurti+Casual+Festive+Date+Night,https://www.flipkart.com/search?q=Classic+Royal+Blue+Kurti+Casual+Festive+Date+Night,https://meesho.com/search?q=kurti+royal-blue
DRS0143,Embroidered Emerald Lehenga,Lehenga,Emerald,Green,Deep|Dusky|Fair|Wheatish,Apple|Hourglass,Festive|Party|Wedding,Traditional,Net,₹8000+,https://picsum.photos/seed/lehenga-143/600/800,"A traditional lehenga in emerald with ombre dyeing, crafted in net for party, festive, wedding moments.",https://www.myntra.com/lehenga-emerald?rawQuery=Embroidered+Emerald+Lehenga+Party+Festive+Wedding,https://www.flipkart.com/search?q=Embroidered+Emerald+Lehenga+Party+Festive+Wedding,https://meesho.com/search?q=lehenga+emerald
DRS0144,Floral Lavender Co-ord Set,Co-ord Set,Lavender,Purple,Dusky|Fair|Wheatish,Apple|Pear,Date Night|Office|Party,Indo-Western,Silk,₹1000-₹3000,https://picsum.photos/seed/co-ord-set-144/600/800,"A indo-western co-ord set in lavender with sequin highlights, crafted in silk for office, party, date night moments.",https://www.myntra.com/co-ord-set-lavender?rawQuery=Floral+Lavender+Co-ord+Set+Office+Party+Date+Night,https://www.flipkart.com/search?q=Floral+Lavender+Co-ord+Set+Office+Party+Date+Night,https://meesho.com/search?q=co-ord-set+lavender
DRS0145,Contemporary Sunflower Co-ord Set,Co-ord Set,Sunflower,Yellow,Dusky|Fair,Hourglass|Inverted Triangle|Pear|Rectangle,Casual|Party,Fusion,Georgette,₹1000-₹3000,https://picsum.photos/seed/co-ord-set-145/600/800,"A fusion co-ord set in sunflower with printed motifs, crafted in georgette for party, casual moments.",https://www.myntra.com/co-ord-set-sunflower?rawQuery=Contemporary+Sunflower+Co-ord+Set+Party+Casual,https://www.flipkart.com/search?q=Contemporary+Sunflower+Co-ord+Set+Party+Casual,https://meesho.com/search?q=co-ord-set+sunflower
DRS0146,Luxe Cream Co-ord Set,Co-ord Set,Cream,Neutral,Deep|Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Date Night|Party,Fusion,Georgette,₹1000-₹3000,https://picsum.photos/seed/co-ord-set-146/600/800,"A fusion co-ord set in cream with thread embroidery, crafted in georgette for party, date night moments.",https://www.myntra.com/co-ord-set-cream?rawQuery=Luxe+Cream+Co-ord+Set+Party+Date+Night,https://www.flipkart.com/search?q=Luxe+Cream+Co-ord+Set+Party+Date+Night,https://meesho.com/search?q=co-ord-set+cream
DRS0147,Contemporary Lilac Western Dress,Western Dress,Lilac,Purple,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Casual|Date Night|Party,Fusion,Georgette,₹500-₹1000,https://picsum.photos/seed/western-dress-147/600/800,"A fusion western dress in lilac with ruffled drape, crafted in georgette for casual, date night, party moments.",https://www.myntra.com/western-dress-lilac?rawQuery=Contemporary+Lilac+Western+Dress+Casual+Date+Night+Party,https://www.flipkart.com/search?q=Contemporary+Lilac+Western+Dress+Casual+Date+Night+Party,https://meesho.com/search?q=western-dress+lilac
DRS0148,Classic Lemon Salwar Suit,Salwar Suit,Lemon,Yellow,Deep|Dusky|Fair,Apple|Inverted Triangle|Rectangle,Casual|Office|Wedding,Fusion,Georgette,₹500-₹1000,https://picsum.photos/seed/salwar-suit-148/600/800,"A fusion salwar suit in lemon with structured silhouette, crafted in georgette for wedding, casual, office moments.",https://www.myntra.com/salwar-suit-lemon?rawQuery=Classic+Lemon+Salwar+Suit+Wedding+Casual+Office,https://www.flipkart.com/search?q=Classic+Lemon+Salwar+Suit+Wedding+Casual+Office,https://meesho.com/search?q=salwar-suit+lemon
DRS0149,Statement Navy Lehenga,Lehenga,Navy,Blue,Deep|Fair,Apple|Hourglass|Pear|Rectangle,Party,Indo-Western,Georgette,₹8000+,https://picsum.photos/seed/lehenga-149/600/800,"A indo-western lehenga in navy with thread embroidery, crafted in georgette for party moments.",https://www.myntra.com/lehenga-navy?rawQuery=Statement+Navy+Lehenga+Party,https://www.flipkart.com/search?q=Statement+Navy+Lehenga+Party,https://meesho.com/search?q=lehenga+navy
DRS0150,Regal Rust Kurti,Kurti,Rust,Orange,Dusky|Fair,Apple|Rectangle,Casual|Office,Fusion,Silk,₹500-₹1000,https://picsum.photos/seed/kurti-150/600/800,"A fusion kurti in rust with printed motifs, crafted in silk for office, casual moments.",https://www.myntra.com/kurti-rust?rawQuery=Regal+Rust+Kurti+Office+Casual,https://www.flipkart.com/search?q=Regal+Rust+Kurti+Office+Casual,https://meesho.com/search?q=kurti+rust
DRS0151,Embroidered Cream Gown,Gown,Cream,Neutral,Deep|Dusky|Fair,Apple|Hourglass|Rectangle,Party|Wedding,Western,Silk,₹3000-₹8000,https://picsum.photos/seed/gown-151/600/800,"A western gown in cream with printed motifs, crafted in silk for wedding, party moments.",https://www.myntra.com/gown-cream?rawQuery=Embroidered+Cream+Gown+Wedding+Party,https://www.flipkart.com/search?q=Embroidered+Cream+Gown+Wedding+Party,https://meesho.com/search?q=gown+cream
DRS0152,Contemporary Olive Lehenga,Lehenga,Olive,Green,Dusky|Wheatish,Apple|Pear|Rectangle,Festive|Party,Indo-Western,Silk,₹3000-₹8000,https://picsum.photos/seed/lehenga-152/600/800,"A indo-western lehenga in olive with pearl accents, crafted in silk for party, festive moments.",https://www.myntra.com/lehenga-olive?rawQuery=Contemporary+Olive+Lehenga+Party+Festive,https://www.flipkart.com/search?q=Contemporary+Olive+Lehenga+Party+Festive,https://meesho.com/search?q=lehenga+olive
DRS0153,Classic Mauve Saree,Saree,Mauve,Pink,Deep|Dusky|Fair|Wheatish,Apple|Hourglass,Festive,Indo-Western,Net,₹3000-₹8000,https://picsum.photos/seed/saree-153/600/800,"A indo-western saree in mauve with thread embroidery, crafted in net for festive moments.",https://www.myntra.com/saree-mauve?rawQuery=Classic+Mauve+Saree+Festive,https://www.flipkart.com/search?q=Classic+Mauve+Saree+Festive,https://meesho.com/search?q=saree+mauve
DRS0154,Regal Powder Blue Maxi Dress,Maxi Dress,Powder Blue,Blue,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Pear|Rectangle,Date Night|Festive|Party,Fusion,Net,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-154/600/800,"A fusion maxi dress in powder blue with printed motifs, crafted in net for festive, date night, party moments.",https://www.myntra.com/maxi-dress-powder-blue?rawQuery=Regal+Powder+Blue+Maxi+Dress+Festive+Date+Night+Party,https://www.flipkart.com/search?q=Regal+Powder+Blue+Maxi+Dress+Festive+Date+Night+Party,https://meesho.com/search?q=maxi-dress+powder-blue
DRS0155,Handcrafted Fuchsia Lehenga,Lehenga,Fuchsia,Pink,Dusky|Fair|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Festive|Party|Wedding,Traditional,Silk,₹8000+,https://picsum.photos/seed/lehenga-155/600/800,"A traditional lehenga in fuchsia with ombre dyeing, crafted in silk for wedding, festive, party moments.",https://www.myntra.com/lehenga-fuchsia?rawQuery=Handcrafted+Fuchsia+Lehenga+Wedding+Festive+Party,https://www.flipkart.com/search?q=Handcrafted+Fuchsia+Lehenga+Wedding+Festive+Party,https://meesho.com/search?q=lehenga+fuchsia
DRS0156,Handcrafted Mint Salwar Suit,Salwar Suit,Mint,Green,Deep|Dusky|Fair|Wheatish,Pear|Rectangle,Casual|Office,Fusion,Georgette,₹500-₹1000,https://picsum.photos/seed/salwar-suit-156/600/800,"A fusion salwar suit in mint with ruffled drape, crafted in georgette for office, casual moments.",https://www.myntra.com/salwar-suit-mint?rawQuery=Handcrafted+Mint+Salwar+Suit+Office+Casual,https://www.flipkart.com/search?q=Handcrafted+Mint+Salwar+Suit+Office+Casual,https://meesho.com/search?q=salwar-suit+mint
DRS0157,Handcrafted Turquoise Salwar Suit,Salwar Suit,Turquoise,Blue,Deep|Dusky,Apple|Inverted Triangle,Festive,Traditional,Cotton,₹1000-₹3000,https://picsum.photos/seed/salwar-suit-157/600/800,"A traditional salwar suit in turquoise with structured silhouette, crafted in cotton for festive moments.",https://www.myntra.com/salwar-suit-turquoise?rawQuery=Handcrafted+Turquoise+Salwar+Suit+Festive,https://www.flipkart.com/search?q=Handcrafted+Turquoise+Salwar+Suit+Festive,https://meesho.com/search?q=salwar-suit+turquoise
DRS0158,Classic Powder Blue Lehenga,Lehenga,Powder Blue,Blue,Deep|Wheatish,Apple|Pear,Festive|Party|Wedding,Indo-Western,Net,₹3000-₹8000,https://picsum.photos/seed/lehenga-158/600/800,"A indo-western lehenga in powder blue with zari border, crafted in net for festive, wedding, party moments.",https://www.myntra.com/lehenga-powder-blue?rawQuery=Classic+Powder+Blue+Lehenga+Festive+Wedding+Party,https://www.flipkart.com/search?q=Classic+Powder+Blue+Lehenga+Festive+Wedding+Party,https://meesho.com/search?q=lehenga+powder-blue
DRS0159,Classic Navy Maxi Dress,Maxi Dress,Navy,Blue,Deep|Dusky|Fair|Wheatish,Hourglass|Pear,Casual|Date Night|Festive,Western,Net,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-159/600/800,"A western maxi dress in navy with ombre dyeing, crafted in net for festive, casual, date night moments.",https://www.myntra.com/maxi-dress-navy?rawQuery=Classic+Navy+Maxi+Dress+Festive+Casual+Date+Night,https://www.flipkart.com/search?q=Classic+Navy+Maxi+Dress+Festive+Casual+Date+Night,https://meesho.com/search?q=maxi-dress+navy
DRS0160,Regal Amber Gown,Gown,Amber,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Party|Wedding,Indo-Western,Net,₹1000-₹3000,https://picsum.photos/seed/gown-160/600/800,"A indo-western gown in amber with flowy hemline, crafted in net for party, wedding moments.",https://www.myntra.com/gown-amber?rawQuery=Regal+Amber+Gown+Party+Wedding,https://www.flipkart.com/search?q=Regal+Amber+Gown+Party+Wedding,https://meesho.com/search?q=gown+amber
DRS0161,Handcrafted Amethyst Gown,Gown,Amethyst,Purple,Deep|Dusky|Fair,Apple|Inverted Triangle|Pear|Rectangle,Wedding,Fusion,Net,₹8000+,https://picsum.photos/seed/gown-161/600/800,"A fusion gown in amethyst with printed motifs, crafted in net for wedding moments.",https://www.myntra.com/gown-amethyst?rawQuery=Handcrafted+Amethyst+Gown+Wedding,https://www.flipkart.com/search?q=Handcrafted+Amethyst+Gown+Wedding,https://meesho.com/search?q=gown+amethyst
DRS0162,Embroidered Smoky Black Lehenga,Lehenga,Smoky Black,Black,Deep|Dusky|Fair,Apple|Inverted Triangle|Pear,Festive|Party,Traditional,Net,₹3000-₹8000,https://picsum.photos/seed/lehenga-162/600/800,"A traditional lehenga in smoky black with zari border, crafted in net for festive, party moments.",https://www.myntra.com/lehenga-smoky-black?rawQuery=Embroidered+Smoky+Black+Lehenga+Festive+Party,https://www.flipkart.com/search?q=Embroidered+Smoky+Black+Lehenga+Festive+Party,https://meesho.com/search?q=lehenga+smoky-black
DRS0163,Classic Crimson Maxi Dress,Maxi Dress,Crimson,Red,Dusky|Fair,Apple|Pear,Festive,Western,Georgette,₹3000-₹8000,https://picsum.photos/seed/maxi-dress-163/600/800,"A western maxi dress in crimson with ombre dyeing, crafted in georgette for festive moments.",https://www.myntra.com/maxi-dress-crimson?rawQuery=Classic+Crimson+Maxi+Dress+Festive,https://www.flipkart.com/search?q=Classic+Crimson+Maxi+Dress+Festive,https://meesho.com/search?q=maxi-dress+crimson
DRS0164,Graceful Ivory Lehenga,Lehenga,Ivory,Neutral,Deep|Dusky|Fair,Apple|Hourglass|Inverted Triangle|Rectangle,Festive|Party|Wedding,Traditional,Net,₹8000+,https://picsum.photos/seed/lehenga-164/600/800,"A traditional lehenga in ivory with ruffled drape, crafted in net for party, wedding, festive moments.",https://www.myntra.com/lehenga-ivory?rawQuery=Graceful+Ivory+Lehenga+Party+Wedding+Festive,https://www.flipkart.com/search?q=Graceful+Ivory+Lehenga+Party+Wedding+Festive,https://meesho.com/search?q=lehenga+ivory
DRS0165,Classic Wine Saree,Saree,Wine,Red,Deep|Fair,Pear|Rectangle,Date Night,Traditional,Net,₹8000+,https://picsum.photos/seed/saree-165/600/800,"A traditional saree in wine with printed motifs, crafted in net for date night moments.",https://www.myntra.com/saree-wine?rawQuery=Classic+Wine+Saree+Date+Night,https://www.flipkart.com/search?q=Classic+Wine+Saree+Date+Night,https://meesho.com/search?q=saree+wine
DRS0166,Regal Sage Gown,Gown,Sage,Green,Deep|Dusky|Fair,Apple|Hourglass|Inverted Triangle|Rectangle,Party,Western,Silk,₹8000+,https://picsum.photos/seed/gown-166/600/800,"A western gown in sage with pearl accents, crafted in silk for party moments.",https://www.myntra.com/gown-sage?rawQuery=Regal+Sage+Gown+Party,https://www.flipkart.com/search?q=Regal+Sage+Gown+Party,https://meesho.com/search?q=gown+sage
DRS0167,Statement Blush Pink Maxi Dress,Maxi Dress,Blush Pink,Pink,Deep|Dusky|Fair|Wheatish,Inverted Triangle|Pear|Rectangle,Date Night|Festive|Party,Western,Cotton,₹1000-₹3000,https://picsum.photos/seed/maxi-dress-167/600/800,"A western maxi dress in blush pink with thread embroidery, crafted in cotton for festive, party, date night moments.",https://www.myntra.com/maxi-dress-blush-pink?rawQuery=Statement+Blush+Pink+Maxi+Dress+Festive+Party+Date+Night,https://www.flipkart.com/search?q=Statement+Blush+Pink+Maxi+Dress+Festive+Party+Date+Night,https://meesho.com/search?q=maxi-dress+blush-pink
DRS0168,Contemporary Lilac Kurti,Kurti,Lilac,Purple,Deep|Dusky|Fair|Wheatish,Hourglass|Rectangle,Date Night|Office,Indo-Western,Cotton,₹500-₹1000,https://picsum.photos/seed/kurti-168/600/800,"A indo-western kurti in lilac with flowy hemline, crafted in cotton for date night, office moments.",https://www.myntra.com/kurti-lilac?rawQuery=Contemporary+Lilac+Kurti+Date+Night+Office,https://www.flipkart.com/search?q=Contemporary+Lilac+Kurti+Date+Night+Office,https://meesho.com/search?q=kurti+lilac
DRS0169,Graceful Champagne Co-ord Set,Co-ord Set,Champagne,Neutral,Fair|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Casual,Indo-Western,Cotton,₹3000-₹8000,https://picsum.photos/seed/co-ord-set-169/600/800,"A indo-western co-ord set in champagne with ombre dyeing, crafted in cotton for casual moments.",https://www.myntra.com/co-ord-set-champagne?rawQuery=Graceful+Champagne+Co-ord+Set+Casual,https://www.flipkart.com/search?q=Graceful+Champagne+Co-ord+Set+Casual,https://meesho.com/search?q=co-ord-set+champagne
DRS0170,Luxe Amethyst Co-ord Set,Co-ord Set,Amethyst,Purple,Dusky|Wheatish,Inverted Triangle|Pear,Casual|Office,Western,Silk,₹1000-₹3000,https://picsum.photos/seed/co-ord-set-170/600/800,"A western co-ord set in amethyst with zari border, crafted in silk for casual, office moments.",https://www.myntra.com/co-ord-set-amethyst?rawQuery=Luxe+Amethyst+Co-ord+Set+Casual+Office,https://www.flipkart.com/search?q=Luxe+Amethyst+Co-ord+Set+Casual+Office,https://meesho.com/search?q=co-ord-set+amethyst
