dress_id,name,type,color,color_family,suitable_skin_tones,suitable_body_types,occasion,style_category,fabric,pattern,fit,season,gender,brand,price_range,price_min,price_max,price,mrp,discount_pct,rating,rating_count,care,tags,description,image_url,myntra_url,flipkart_url,meesho_url
DRS0117,Luxe Jet Black Kurti,Kurti,Jet Black,Black,Deep|Dusky,Apple|Hourglass|Pear,Date Night,Traditional,Silk,Floral,Regular,Winter|Festive,Women,Biba,₹500-₹1000,500,1000,573,609,5.9,4.6,1507,Dry clean only,deep|winter festive|jet black|kurti|silk|date night|floral|dusky|black|traditional,"A traditional kurti in jet black with floral design. Crafted in Silk (Dry clean only). Perfect for Date Night. Best suited for Deep, Dusky skin tones and Apple, Hourglass, Pear body types. By Biba.",https://picsum.photos/seed/kurti-jet-black-116/600/800,https://www.myntra.com/kurti-jet-black?rawQuery=Luxe+Jet+Black+Kurti+Date+Night,https://www.flipkart.com/search?q=Luxe+Jet+Black+Kurti+Date+Night,https://meesho.com/search?q=kurti+jet-black
DRS0118,Embroidered Sunflower Western Dress,Western Dress,Sunflower,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Pear,Date Night|Party,Fusion,Cotton,Floral,Bodycon,Summer|Monsoon,Unisex,Fab India,₹3000-₹8000,3000,8000,5169,7129,27.5,4.2,736,Machine wash cold,sunflower|cotton|deep|fair|fusion|western dress|date night|floral|dusky|wheatish|summer monsoon|yellow|party,"A fusion western dress in sunflower with floral design. Crafted in Cotton (Machine wash cold). Perfect for Date Night, Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Pear body types. By Fab India.",https://picsum.photos/seed/western-dress-sunflower-117/600/800,https://www.myntra.com/western-dress-sunflower?rawQuery=Embroidered+Sunflower+Western+Dress+Date+Night+Party,https://www.flipkart.com/search?q=Embroidered+Sunflower+Western+Dress+Date+Night+Party,https://meesho.com/search?q=western-dress+sunflower
DRS0119,Classic Rose Pink Gown,Gown,Rose Pink,Pink,Deep|Wheatish,Hourglass|Rectangle,Date Night|Wedding,Indo-Western,Silk,Solid,Fitted,Winter|Festive,Unisex,Wishful,₹3000-₹8000,3000,8000,4143,4590,9.7,3.9,727,Dry clean only,wedding|deep|pink|winter festive|silk|date night|indo-western|gown|wheatish|rose pink|solid,"A indo-western gown in rose pink with solid design. Crafted in Silk (Dry clean only). Perfect for Date Night, Wedding. Best suited for Deep, Wheatish skin tones and Hourglass, Rectangle body types. By Wishful.",https://picsum.photos/seed/gown-rose-pink-118/600/800,https://www.myntra.com/gown-rose-pink?rawQuery=Classic+Rose+Pink+Gown+Date+Night+Wedding,https://www.flipkart.com/search?q=Classic+Rose+Pink+Gown+Date+Night+Wedding,https://meesho.com/search?q=gown+rose-pink
DRS0120,Statement Sunflower Saree,Saree,Sunflower,Yellow,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Date Night|Party,Traditional,Net,Floral,Draped,Summer|Festive,Women,Aurelia,₹3000-₹8000,3000,8000,5020,6367,21.2,4.2,663,Hand wash cold,sunflower|deep|fair|date night|floral|dusky|saree|net|wheatish|summer festive|yellow|party|traditional,"A traditional saree in sunflower with floral design. Crafted in Net (Hand wash cold). Perfect for Date Night, Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By Aurelia.",https://picsum.photos/seed/saree-sunflower-119/600/800,https://www.myntra.com/saree-sunflower?rawQuery=Statement+Sunflower+Saree+Party+Date+Night,https://www.flipkart.com/search?q=Statement+Sunflower+Saree+Party+Date+Night,https://meesho.com/search?q=saree+sunflower
DRS0121,Graceful Onyx Co-ord Set,Co-ord Set,Onyx,Black,Deep|Dusky|Wheatish,Pear|Rectangle,Casual|Office,Indo-Western,Cotton,Printed,Regular,Summer|Monsoon,Women,Global Desi,₹3000-₹8000,3000,8000,7598,8148,6.8,4.7,188,Machine wash cold,cotton|deep|onyx|indo-western|co-ord set|dusky|printed|office|wheatish|summer monsoon|casual|black,"A indo-western co-ord set in onyx with printed design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Office. Best suited for Deep, Dusky, Wheatish skin tones and Pear, Rectangle body types. By Global Desi.",https://picsum.photos/seed/co-ord-set-onyx-120/600/800,https://www.myntra.com/co-ord-set-onyx?rawQuery=Graceful+Onyx+Co-ord+Set+Office+Casual,https://www.flipkart.com/search?q=Graceful+Onyx+Co-ord+Set+Office+Casual,https://meesho.com/search?q=co-ord-set+onyx
DRS0122,Floral Turquoise Kurti,Kurti,Turquoise,Blue,Deep|Dusky|Fair|Wheatish,Inverted Triangle|Pear,Office,Fusion,Georgette,Floral,Regular,All Season,Women,Lakshita,₹1000-₹3000,1000,3000,2103,2573,18.3,3.6,770,Hand wash cold,blue|deep|fair|kurti|turquoise|fusion|floral|dusky|office|wheatish|all season|georgette,"A fusion kurti in turquoise with floral design. Crafted in Georgette (Hand wash cold). Perfect for Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Inverted Triangle, Pear body types. By Lakshita.",https://picsum.photos/seed/kurti-turquoise-121/600/800,https://www.myntra.com/kurti-turquoise?rawQuery=Floral+Turquoise+Kurti+Office,https://www.flipkart.com/search?q=Floral+Turquoise+Kurti+Office,https://meesho.com/search?q=kurti+turquoise
DRS0123,Contemporary Turquoise Maxi Dress,Maxi Dress,Turquoise,Blue,Deep|Dusky|Fair,Apple|Hourglass|Inverted Triangle,Festive,Fusion,Cotton,Floral,Flowy,Summer|Monsoon,Women,Rangriti,₹3000-₹8000,3000,8000,5152,5881,12.4,4.7,530,Machine wash cold,cotton|blue|festive|maxi dress|deep|fair|fusion|turquoise|floral|dusky|summer monsoon,"A fusion maxi dress in turquoise with floral design. Crafted in Cotton (Machine wash cold). Perfect for Festive. Best suited for Deep, Dusky, Fair skin tones and Apple, Hourglass, Inverted Triangle body types. By Rangriti.",https://picsum.photos/seed/maxi-dress-turquoise-122/600/800,https://www.myntra.com/maxi-dress-turquoise?rawQuery=Contemporary+Turquoise+Maxi+Dress+Festive,https://www.flipkart.com/search?q=Contemporary+Turquoise+Maxi+Dress+Festive,https://meesho.com/search?q=maxi-dress+turquoise
DRS0124,Regal Rani Pink Saree,Saree,Rani Pink,Pink,Dusky|Wheatish,Hourglass|Rectangle,Party|Wedding,Traditional,Silk,Embroidered,Draped,Winter|Festive,Women,Biba,₹3000-₹8000,3000,8000,7788,9320,16.4,4.8,239,Dry clean only,wedding|rani pink|pink|winter festive|silk|dusky|saree|wheatish|embroidered|party|traditional,"A traditional saree in rani pink with embroidered design. Crafted in Silk (Dry clean only). Perfect for Party, Wedding. Best suited for Dusky, Wheatish skin tones and Hourglass, Rectangle body types. By Biba.",https://picsum.photos/seed/saree-rani-pink-123/600/800,https://www.myntra.com/saree-rani-pink?rawQuery=Regal+Rani+Pink+Saree+Wedding+Party,https://www.flipkart.com/search?q=Regal+Rani+Pink+Saree+Wedding+Party,https://meesho.com/search?q=saree+rani-pink
DRS0125,Embroidered Cream Co-ord Set,Co-ord Set,Cream,Neutral,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Pear|Rectangle,Office,Fusion,Georgette,Embroidered,Regular,All Season,Women,Janasya,₹3000-₹8000,3000,8000,6509,9522,31.6,4.2,134,Hand wash cold,deep|fair|fusion|cream|neutral|co-ord set|dusky|office|wheatish|all season|georgette|embroidered,"A fusion co-ord set in cream with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Office. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Pear, Rectangle body types. By Janasya.",https://picsum.photos/seed/co-ord-set-cream-124/600/800,https://www.myntra.com/co-ord-set-cream?rawQuery=Embroidered+Cream+Co-ord+Set+Office,https://www.flipkart.com/search?q=Embroidered+Cream+Co-ord+Set+Office,https://meesho.com/search?q=co-ord-set+cream
DRS0126,Minimal Smoky Black Maxi Dress,Maxi Dress,Smoky Black,Black,Deep|Dusky|Fair|Wheatish,Hourglass|Pear|Rectangle,Casual|Date Night,Fusion,Cotton,Floral,Flowy,Summer|Monsoon,Women,Fab India,₹1000-₹3000,1000,3000,2838,3472,18.3,3.9,441,Machine wash cold,cotton|deep|maxi dress|smoky black|fair|fusion|date night|floral|dusky|wheatish|summer monsoon|casual|black,"A fusion maxi dress in smoky black with floral design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Date Night. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Hourglass, Pear, Rectangle body types. By Fab India.",https://picsum.photos/seed/maxi-dress-smoky-black-125/600/800,https://www.myntra.com/maxi-dress-smoky-black?rawQuery=Minimal+Smoky+Black+Maxi+Dress+Date+Night+Casual,https://www.flipkart.com/search?q=Minimal+Smoky+Black+Maxi+Dress+Date+Night+Casual,https://meesho.com/search?q=maxi-dress+smoky-black
DRS0127,Regal Maroon Lehenga,Lehenga,Maroon,Red,Fair|Wheatish,Inverted Triangle|Rectangle,Party,Indo-Western,Georgette,Solid,Flared,All Season,Women,Global Desi,₹3000-₹8000,3000,8000,7780,11327,31.3,4.8,152,Hand wash cold,fair|indo-western|lehenga|all season|maroon|wheatish|georgette|red|party|solid,"A indo-western lehenga in maroon with solid design. Crafted in Georgette (Hand wash cold). Perfect for Party. Best suited for Fair, Wheatish skin tones and Inverted Triangle, Rectangle body types. By Global Desi.",https://picsum.photos/seed/lehenga-maroon-126/600/800,https://www.myntra.com/lehenga-maroon?rawQuery=Regal+Maroon+Lehenga+Party,https://www.flipkart.com/search?q=Regal+Maroon+Lehenga+Party,https://meesho.com/search?q=lehenga+maroon
DRS0128,Graceful Rani Pink Gown,Gown,Rani Pink,Pink,Dusky|Fair|Wheatish,Inverted Triangle|Pear,Date Night|Party|Wedding,Fusion,Silk,Floral,Fitted,Winter|Festive,Unisex,Sangria,₹8000+,8000,25000,21087,32006,34.1,3.9,126,Dry clean only,wedding|rani pink|pink|winter festive|fair|fusion|silk|date night|gown|floral|dusky|wheatish|party,"A fusion gown in rani pink with floral design. Crafted in Silk (Dry clean only). Perfect for Date Night, Party, Wedding. Best suited for Dusky, Fair, Wheatish skin tones and Inverted Triangle, Pear body types. By Sangria.",https://picsum.photos/seed/gown-rani-pink-127/600/800,https://www.myntra.com/gown-rani-pink?rawQuery=Graceful+Rani+Pink+Gown+Wedding+Party+Date+Night,https://www.flipkart.com/search?q=Graceful+Rani+Pink+Gown+Wedding+Party+Date+Night,https://meesho.com/search?q=gown+rani-pink
DRS0129,Minimal Violet Salwar Suit,Salwar Suit,Violet,Purple,Deep|Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Casual|Festive|Wedding,Fusion,Cotton,Floral,Regular,Summer|Monsoon,Women,Lakshita,₹1000-₹3000,1000,3000,1741,2020,13.8,4.4,1041,Machine wash cold,cotton|festive|wedding|deep|fusion|violet|floral|dusky|wheatish|summer monsoon|purple|casual|salwar suit,"A fusion salwar suit in violet with floral design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Festive, Wedding. Best suited for Deep, Dusky, Wheatish skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Lakshita.",https://picsum.photos/seed/salwar-suit-violet-128/600/800,https://www.myntra.com/salwar-suit-violet?rawQuery=Minimal+Violet+Salwar+Suit+Wedding+Festive+Casual,https://www.flipkart.com/search?q=Minimal+Violet+Salwar+Suit+Wedding+Festive+Casual,https://meesho.com/search?q=salwar-suit+violet
DRS0130,Floral Sage Gown,Gown,Sage,Green,Dusky|Fair|Wheatish,Apple|Hourglass|Pear,Date Night|Party,Western,Silk,Floral,Fitted,Winter|Festive,Unisex,Forever 21,₹3000-₹8000,3000,8000,4796,5205,7.9,4.1,36,Dry clean only,winter festive|green|fair|silk|date night|sage|gown|floral|dusky|wheatish|party|western,"A western gown in sage with floral design. Crafted in Silk (Dry clean only). Perfect for Date Night, Party. Best suited for Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Pear body types. By Forever 21.",https://picsum.photos/seed/gown-sage-129/600/800,https://www.myntra.com/gown-sage?rawQuery=Floral+Sage+Gown+Date+Night+Party,https://www.flipkart.com/search?q=Floral+Sage+Gown+Date+Night+Party,https://meesho.com/search?q=gown+sage
DRS0131,Minimal Wine Kurti,Kurti,Wine,Red,Deep|Dusky|Fair,Hourglass|Inverted Triangle|Pear|Rectangle,Casual,Fusion,Georgette,Embroidered,Regular,All Season,Women,Sangria,₹500-₹1000,500,1000,570,604,5.6,4.3,789,Hand wash cold,casual|deep|wine|fair|kurti|fusion|dusky|all season|georgette|embroidered|red,"A fusion kurti in wine with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Casual. Best suited for Deep, Dusky, Fair skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Sangria.",https://picsum.photos/seed/kurti-wine-130/600/800,https://www.myntra.com/kurti-wine?rawQuery=Minimal+Wine+Kurti+Casual,https://www.flipkart.com/search?q=Minimal+Wine+Kurti+Casual,https://meesho.com/search?q=kurti+wine
DRS0132,Handcrafted Rani Pink Maxi Dress,Maxi Dress,Rani Pink,Pink,Deep|Dusky|Wheatish,Apple|Inverted Triangle|Pear,Date Night|Festive|Party,Western,Georgette,Solid,Flowy,All Season,Women,Zara,₹1000-₹3000,1000,3000,2043,2683,23.9,4.4,1164,Hand wash cold,festive|rani pink|maxi dress|pink|deep|date night|dusky|wheatish|all season|georgette|party|western|solid,"A western maxi dress in rani pink with solid design. Crafted in Georgette (Hand wash cold). Perfect for Date Night, Festive, Party. Best suited for Deep, Dusky, Wheatish skin tones and Apple, Inverted Triangle, Pear body types. By Zara.",https://picsum.photos/seed/maxi-dress-rani-pink-131/600/800,https://www.myntra.com/maxi-dress-rani-pink?rawQuery=Handcrafted+Rani+Pink+Maxi+Dress+Date+Night+Party+Festive,https://www.flipkart.com/search?q=Handcrafted+Rani+Pink+Maxi+Dress+Date+Night+Party+Festive,https://meesho.com/search?q=maxi-dress+rani-pink
DRS0133,Minimal Ivory Maxi Dress,Maxi Dress,Ivory,Neutral,Deep|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Party,Fusion,Georgette,Embroidered,Flowy,All Season,Women,Sangria,₹3000-₹8000,3000,8000,7042,11736,40.0,4.8,596,Hand wash cold,deep|maxi dress|fair|fusion|neutral|ivory|wheatish|all season|georgette|embroidered|party,"A fusion maxi dress in ivory with embroidered design. Crafted in Georgette (Hand wash cold). Perfect for Party. Best suited for Deep, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By Sangria.",https://picsum.photos/seed/maxi-dress-ivory-132/600/800,https://www.myntra.com/maxi-dress-ivory?rawQuery=Minimal+Ivory+Maxi+Dress+Party,https://www.flipkart.com/search?q=Minimal+Ivory+Maxi+Dress+Party,https://meesho.com/search?q=maxi-dress+ivory
DRS0134,Graceful Burnt Orange Kurti,Kurti,Burnt Orange,Orange,Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Date Night|Festive,Indo-Western,Georgette,Solid,Regular,All Season,Women,Global Desi,₹1000-₹3000,1000,3000,1186,1433,17.2,3.9,785,Hand wash cold,festive|orange|kurti|date night|indo-western|solid|dusky|wheatish|all season|georgette|burnt orange,"A indo-western kurti in burnt orange with solid design. Crafted in Georgette (Hand wash cold). Perfect for Date Night, Festive. Best suited for Dusky, Wheatish skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Global Desi.",https://picsum.photos/seed/kurti-burnt-orange-133/600/800,https://www.myntra.com/kurti-burnt-orange?rawQuery=Graceful+Burnt+Orange+Kurti+Date+Night+Festive,https://www.flipkart.com/search?q=Graceful+Burnt+Orange+Kurti+Date+Night+Festive,https://meesho.com/search?q=kurti+burnt-orange
DRS0135,Classic Jet Black Salwar Suit,Salwar Suit,Jet Black,Black,Deep|Dusky|Fair|Wheatish,Hourglass|Pear,Casual|Office|Wedding,Indo-Western,Cotton,Solid,Regular,Summer|Monsoon,Women,Wishful,₹500-₹1000,500,1000,886,1226,27.7,3.9,1007,Machine wash cold,cotton|wedding|deep|fair|jet black|indo-western|solid|dusky|office|wheatish|summer monsoon|casual|black|salwar suit,"A indo-western salwar suit in jet black with solid design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Office, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Hourglass, Pear body types. By Wishful.",https://picsum.photos/seed/salwar-suit-jet-black-134/600/800,https://www.myntra.com/salwar-suit-jet-black?rawQuery=Classic+Jet+Black+Salwar+Suit+Office+Wedding+Casual,https://www.flipkart.com/search?q=Classic+Jet+Black+Salwar+Suit+Office+Wedding+Casual,https://meesho.com/search?q=salwar-suit+jet-black
DRS0136,Graceful Peach Maxi Dress Peach 2,Maxi Dress,Peach,Orange,Deep|Fair,Apple|Hourglass|Inverted Triangle|Pear,Casual,Western,Net,Solid,Flowy,Summer|Festive,Women,AND,₹3000-₹8000,3000,8000,3385,5003,32.3,4.2,574,Hand wash cold,deep|maxi dress|orange|fair|net|summer festive|peach|casual|western|solid,"A western maxi dress in peach with solid design. Crafted in Net (Hand wash cold). Perfect for Casual. Best suited for Deep, Fair skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By AND.",https://picsum.photos/seed/maxi-dress-peach-135/600/800,https://www.myntra.com/maxi-dress-peach?rawQuery=Graceful+Peach+Maxi+Dress+Casual,https://www.flipkart.com/search?q=Graceful+Peach+Maxi+Dress+Casual,https://meesho.com/search?q=maxi-dress+peach
DRS0137,Floral Rani Pink Kurti Rani Pink 2,Kurti,Rani Pink,Pink,Deep|Wheatish,Apple|Inverted Triangle|Rectangle,Date Night|Office,Indo-Western,Silk,Floral,Regular,Winter|Festive,Women,Anouk,₹1000-₹3000,1000,3000,2763,3827,27.8,3.6,295,Dry clean only,rani pink|pink|winter festive|deep|kurti|silk|date night|indo-western|floral|office|wheatish,"A indo-western kurti in rani pink with floral design. Crafted in Silk (Dry clean only). Perfect for Date Night, Office. Best suited for Deep, Wheatish skin tones and Apple, Inverted Triangle, Rectangle body types. By Anouk.",https://picsum.photos/seed/kurti-rani-pink-136/600/800,https://www.myntra.com/kurti-rani-pink?rawQuery=Floral+Rani+Pink+Kurti+Date+Night+Office,https://www.flipkart.com/search?q=Floral+Rani+Pink+Kurti+Date+Night+Office,https://meesho.com/search?q=kurti+rani-pink
DRS0138,Luxe Amethyst Lehenga,Lehenga,Amethyst,Purple,Deep|Dusky|Wheatish,Hourglass|Pear,Party,Fusion,Georgette,Solid,Flared,All Season,Women,Lakshita,₹8000+,8000,25000,11592,16897,31.4,3.9,49,Hand wash cold,deep|fusion|dusky|amethyst|lehenga|all season|wheatish|purple|georgette|party|solid,"A fusion lehenga in amethyst with solid design. Crafted in Georgette (Hand wash cold). Perfect for Party. Best suited for Deep, Dusky, Wheatish skin tones and Hourglass, Pear body types. By Lakshita.",https://picsum.photos/seed/lehenga-amethyst-137/600/800,https://www.myntra.com/lehenga-amethyst?rawQuery=Luxe+Amethyst+Lehenga+Party,https://www.flipkart.com/search?q=Luxe+Amethyst+Lehenga+Party,https://meesho.com/search?q=lehenga+amethyst
DRS0139,Regal Rose Pink Saree,Saree,Rose Pink,Pink,Dusky|Wheatish,Apple|Hourglass|Pear|Rectangle,Wedding,Indo-Western,Net,Embroidered,Draped,Summer|Festive,Women,Libas,₹3000-₹8000,3000,8000,4252,6884,38.2,4.6,77,Hand wash cold,wedding|pink|indo-western|dusky|saree|net|wheatish|rose pink|summer festive|embroidered,"A indo-western saree in rose pink with embroidered design. Crafted in Net (Hand wash cold). Perfect for Wedding. Best suited for Dusky, Wheatish skin tones and Apple, Hourglass, Pear, Rectangle body types. By Libas.",https://picsum.photos/seed/saree-rose-pink-138/600/800,https://www.myntra.com/saree-rose-pink?rawQuery=Regal+Rose+Pink+Saree+Wedding,https://www.flipkart.com/search?q=Regal+Rose+Pink+Saree+Wedding,https://meesho.com/search?q=saree+rose-pink
DRS0140,Minimal Lemon Lehenga,Lehenga,Lemon,Yellow,Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Festive|Party|Wedding,Indo-Western,Silk,Solid,Flared,Winter|Festive,Women,Libas,₹8000+,8000,25000,13242,15043,12.0,4.5,163,Dry clean only,festive|wedding|winter festive|fair|silk|indo-western|lemon|lehenga|wheatish|yellow|party|solid,"A indo-western lehenga in lemon with solid design. Crafted in Silk (Dry clean only). Perfect for Festive, Party, Wedding. Best suited for Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By Libas.",https://picsum.photos/seed/lehenga-lemon-139/600/800,https://www.myntra.com/lehenga-lemon?rawQuery=Minimal+Lemon+Lehenga+Party+Festive+Wedding,https://www.flipkart.com/search?q=Minimal+Lemon+Lehenga+Party+Festive+Wedding,https://meesho.com/search?q=lehenga+lemon
DRS0141,Luxe Lilac Western Dress,Western Dress,Lilac,Purple,Deep|Fair,Inverted Triangle|Pear|Rectangle,Office|Party,Western,Net,Printed,Bodycon,Summer|Festive,Unisex,H&M,₹1000-₹3000,1000,3000,2622,2780,5.7,4.0,845,Hand wash cold,deep|fair|western dress|lilac|printed|net|office|summer festive|purple|party|western,"A western western dress in lilac with printed design. Crafted in Net (Hand wash cold). Perfect for Office, Party. Best suited for Deep, Fair skin tones and Inverted Triangle, Pear, Rectangle body types. By H&M.",https://picsum.photos/seed/western-dress-lilac-140/600/800,https://www.myntra.com/western-dress-lilac?rawQuery=Luxe+Lilac+Western+Dress+Office+Party,https://www.flipkart.com/search?q=Luxe+Lilac+Western+Dress+Office+Party,https://meesho.com/search?q=western-dress+lilac
DRS0142,Classic Royal Blue Kurti,Kurti,Royal Blue,Blue,Dusky|Wheatish,Apple|Hourglass|Rectangle,Casual|Date Night|Festive,Fusion,Cotton,Solid,Regular,Summer|Monsoon,Women,Rangriti,₹1000-₹3000,1000,3000,2393,2668,10.3,5.0,1498,Machine wash cold,cotton|blue|festive|kurti|fusion|date night|dusky|wheatish|summer monsoon|casual|royal blue|solid,"A fusion kurti in royal blue with solid design. Crafted in Cotton (Machine wash cold). Perfect for Casual, Date Night, Festive. Best suited for Dusky, Wheatish skin tones and Apple, Hourglass, Rectangle body types. By Rangriti.",https://picsum.photos/seed/kurti-royal-blue-141/600/800,https://www.myntra.com/kurti-royal-blue?rawQuery=Classic+Royal+Blue+Kurti+Casual+Festive+Date+Night,https://www.flipkart.com/search?q=Classic+Royal+Blue+Kurti+Casual+Festive+Date+Night,https://meesho.com/search?q=kurti+royal-blue
DRS0143,Embroidered Emerald Lehenga,Lehenga,Emerald,Green,Deep|Dusky|Fair|Wheatish,Apple|Hourglass,Festive|Party|Wedding,Traditional,Net,Embroidered,Flared,Summer|Festive,Women,Jaipur Kurti,₹8000+,8000,25000,21833,24102,9.4,4.4,250,Hand wash cold,festive|wedding|deep|green|fair|emerald|dusky|net|lehenga|wheatish|summer festive|embroidered|party|traditional,"A traditional lehenga in emerald with embroidered design. Crafted in Net (Hand wash cold). Perfect for Festive, Party, Wedding. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass body types. By Jaipur Kurti.",https://picsum.photos/seed/lehenga-emerald-142/600/800,https://www.myntra.com/lehenga-emerald?rawQuery=Embroidered+Emerald+Lehenga+Party+Festive+Wedding,https://www.flipkart.com/search?q=Embroidered+Emerald+Lehenga+Party+Festive+Wedding,https://meesho.com/search?q=lehenga+emerald
DRS0144,Floral Lavender Co-ord Set,Co-ord Set,Lavender,Purple,Dusky|Fair|Wheatish,Apple|Pear,Date Night|Office|Party,Indo-Western,Silk,Floral,Regular,Winter|Festive,Women,Wishful,₹1000-₹3000,1000,3000,2221,3103,28.4,4.1,1106,Dry clean only,winter festive|fair|silk|date night|indo-western|co-ord set|floral|dusky|office|wheatish|lavender|purple|party,"A indo-western co-ord set in lavender with floral design. Crafted in Silk (Dry clean only). Perfect for Date Night, Office, Party. Best suited for Dusky, Fair, Wheatish skin tones and Apple, Pear body types. By Wishful.",https://picsum.photos/seed/co-ord-set-lavender-143/600/800,https://www.myntra.com/co-ord-set-lavender?rawQuery=Floral+Lavender+Co-ord+Set+Office+Party+Date+Night,https://www.flipkart.com/search?q=Floral+Lavender+Co-ord+Set+Office+Party+Date+Night,https://meesho.com/search?q=co-ord-set+lavender
DRS0145,Contemporary Sunflower Co-ord Set,Co-ord Set,Sunflower,Yellow,Dusky|Fair,Hourglass|Inverted Triangle|Pear|Rectangle,Casual|Party,Fusion,Georgette,Floral,Regular,All Season,Women,Lakshita,₹1000-₹3000,1000,3000,1130,1501,24.7,4.2,871,Hand wash cold,sunflower|fair|fusion|co-ord set|floral|dusky|all season|yellow|georgette|casual|party,"A fusion co-ord set in sunflower with floral design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Party. Best suited for Dusky, Fair skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Lakshita.",https://picsum.photos/seed/co-ord-set-sunflower-144/600/800,https://www.myntra.com/co-ord-set-sunflower?rawQuery=Contemporary+Sunflower+Co-ord+Set+Party+Casual,https://www.flipkart.com/search?q=Contemporary+Sunflower+Co-ord+Set+Party+Casual,https://meesho.com/search?q=co-ord-set+sunflower
DRS0146,Luxe Cream Co-ord Set,Co-ord Set,Cream,Neutral,Deep|Dusky|Wheatish,Hourglass|Inverted Triangle|Pear|Rectangle,Date Night|Party,Fusion,Georgette,Printed,Regular,All Season,Women,Lakshita,₹1000-₹3000,1000,3000,1788,2046,12.6,3.6,868,Hand wash cold,deep|fusion|date night|cream|neutral|co-ord set|dusky|printed|wheatish|all season|georgette|party,"A fusion co-ord set in cream with printed design. Crafted in Georgette (Hand wash cold). Perfect for Date Night, Party. Best suited for Deep, Dusky, Wheatish skin tones and Hourglass, Inverted Triangle, Pear, Rectangle body types. By Lakshita.",https://picsum.photos/seed/co-ord-set-cream-145/600/800,https://www.myntra.com/co-ord-set-cream?rawQuery=Luxe+Cream+Co-ord+Set+Party+Date+Night,https://www.flipkart.com/search?q=Luxe+Cream+Co-ord+Set+Party+Date+Night,https://meesho.com/search?q=co-ord-set+cream
DRS0147,Contemporary Lilac Western Dress,Western Dress,Lilac,Purple,Deep|Dusky|Fair|Wheatish,Apple|Hourglass|Inverted Triangle|Pear,Casual|Date Night|Party,Fusion,Georgette,Printed,Bodycon,All Season,Unisex,Sangria,₹500-₹1000,500,1000,695,985,29.4,4.3,1736,Hand wash cold,deep|fair|fusion|western dress|date night|lilac|dusky|printed|wheatish|all season|purple|georgette|casual|party,"A fusion western dress in lilac with printed design. Crafted in Georgette (Hand wash cold). Perfect for Casual, Date Night, Party. Best suited for Deep, Dusky, Fair, Wheatish skin tones and Apple, Hourglass, Inverted Triangle, Pear body types. By Sangria.",https://picsum.photos/seed/western-dress-lilac-146/600/800,https://www.myntra.com/western-dress-lilac?rawQuery=Contemporary+Lilac+Western+Dress+Casual+Date+Night+Party,https://www.flipkart.com/search?q=Contemporary+Lilac+Western+Dress+Casual+Date+Night+Party,https://meesho.com/search?q=western-dress+lilac
